request_id,worker_id,st_from,start_time,minutes_to_st1,on_place_time,wait_minutes,start_request_time,st1,st2,path_minutes,end_time
-1,177,ВДНХ,2024-04-24 18:16:50,0,2024-04-24 18:16:50,0,2024-04-24 19:00:00,Обед,Белорусская ЗЛ,60,2024-04-24 20:00:00
-1,1256,Полежаевская,2024-04-24 16:21:10,0,2024-04-24 16:21:10,0,2024-04-24 17:45:00,Обед,ВДНХ,60,2024-04-24 18:45:00
-1,647,Шипиловская,2024-04-24 16:42:10,0,2024-04-24 16:42:10,0,2024-04-24 17:30:00,Обед,Зябликово,60,2024-04-24 18:30:00
-1,24,Текстильщики МЦД-2,2024-04-24 16:53:20,0,2024-04-24 16:53:20,0,2024-04-24 17:15:00,Обед,Полежаевская,60,2024-04-24 18:15:00
-1,1249,Октябрьское поле,2024-04-24 11:21:40,0,2024-04-24 11:21:40,0,2024-04-24 11:30:00,Обед,БКЛ Нижегородская,60,2024-04-24 12:30:00
-1,69,ВДНХ,2024-04-24 18:13:10,0,2024-04-24 18:13:10,0,2024-04-24 19:00:00,Обед,Белорусская ЗЛ,60,2024-04-24 20:00:00
-1,67,Нагатинская,2024-04-24 17:27:00,0,2024-04-24 17:27:00,0,2024-04-24 18:10:00,Обед,Сходненская,60,2024-04-24 19:10:00
-1,64,Академическая,2024-04-24 11:30:00,0,2024-04-24 11:30:00,0,2024-04-24 11:40:00,Обед,БКЛ Варшавская,60,2024-04-24 12:40:00
-1,1208,ВДНХ,2024-04-24 18:35:00,0,2024-04-24 18:35:00,0,2024-04-24 19:00:00,Обед,Белорусская ЗЛ,60,2024-04-24 20:00:00
-1,1221,Новослободская,2024-04-24 17:49:30,0,2024-04-24 17:49:30,0,2024-04-24 18:00:00,Обед,БКЛ Мичуринский проспект,60,2024-04-24 19:00:00
-1,709,БКЛ Шелепиха,2024-04-24 15:01:53,0,2024-04-24 15:01:53,0,2024-04-24 15:45:00,Обед,Алексеевская,60,2024-04-24 16:45:00
-1,1216,Нагатинская,2024-04-24 17:27:00,0,2024-04-24 17:27:00,0,2024-04-24 18:10:00,Обед,Сходненская,60,2024-04-24 19:10:00
-1,973,БКЛ Шелепиха,2024-04-24 16:11:20,0,2024-04-24 16:11:20,0,2024-04-24 16:25:00,Обед,Комсомольская КЛ,60,2024-04-24 17:25:00
-1,52,Нахимовский проспект,2024-04-24 14:42:00,0,2024-04-24 14:42:00,0,2024-04-24 15:10:00,Обед,ВДНХ,60,2024-04-24 16:10:00
-1,1253,Китай город КРЛ,2024-04-24 17:28:40,0,2024-04-24 17:28:40,0,2024-04-24 17:30:00,Обед,Беляево,60,2024-04-24 18:30:00
-1,939,Крестьянская застава,2024-04-24 17:59:50,0,2024-04-24 17:59:50,0,2024-04-24 18:30:00,Обед,Печатники,60,2024-04-24 19:30:00
-1,297,Щёлковская,2024-04-24 14:15:49,0,2024-04-24 14:15:49,0,2024-04-24 15:00:00,Обед,ВДНХ,60,2024-04-24 16:00:00
-1,685,Текстильщики,2024-04-24 13:28:20,0,2024-04-24 13:28:20,0,2024-04-24 13:30:00,Обед,Студенческая,60,2024-04-24 14:30:00
-1,28,Отрадное,2024-04-24 15:04:00,0,2024-04-24 15:04:00,0,2024-04-24 15:20:00,Обед,ВДНХ,60,2024-04-24 16:20:00
-1,736,Китай город КРЛ,2024-04-24 17:28:40,0,2024-04-24 17:28:40,0,2024-04-24 17:30:00,Обед,Беляево,60,2024-04-24 18:30:00
-1,683,Крестьянская застава,2024-04-24 17:36:50,0,2024-04-24 17:36:50,0,2024-04-24 18:30:00,Обед,Печатники,60,2024-04-24 19:30:00
-1,9,ВДНХ,2024-04-24 18:35:00,0,2024-04-24 18:35:00,0,2024-04-24 19:00:00,Обед,Белорусская ЗЛ,60,2024-04-24 20:00:00
-1,1064,Автозаводская,2024-04-24 17:43:40,0,2024-04-24 17:43:40,0,2024-04-24 17:45:00,Обед,ВДНХ,60,2024-04-24 18:45:00
-1,8,ВДНХ,2024-04-24 18:35:00,0,2024-04-24 18:35:00,0,2024-04-24 19:00:00,Обед,Белорусская ЗЛ,60,2024-04-24 20:00:00
-1,20,Сходненская,2024-04-24 13:06:20,0,2024-04-24 13:06:20,0,2024-04-24 13:30:00,Обед,Студенческая,60,2024-04-24 14:30:00
-1,1218,Академическая,2024-04-24 11:30:00,0,2024-04-24 11:30:00,0,2024-04-24 11:40:00,Обед,БКЛ Варшавская,60,2024-04-24 12:40:00
-1,682,Октябрьское поле,2024-04-24 11:21:40,0,2024-04-24 11:21:40,0,2024-04-24 11:30:00,Обед,БКЛ Нижегородская,60,2024-04-24 12:30:00
-1,3,Селигерская,2024-04-24 14:18:20,0,2024-04-24 14:18:20,0,2024-04-24 15:05:00,Обед,ВДНХ,60,2024-04-24 16:05:00
-1,245,Алма-Атинская,2024-04-24 14:56:40,0,2024-04-24 14:56:40,0,2024-04-24 15:30:00,Обед,Свиблово,60,2024-04-24 16:30:00
-1,35,Новослободская,2024-04-24 17:49:30,0,2024-04-24 17:49:30,0,2024-04-24 18:00:00,Обед,БКЛ Мичуринский проспект,60,2024-04-24 19:00:00
-1,1045,Китай город КРЛ,2024-04-24 17:28:40,0,2024-04-24 17:28:40,0,2024-04-24 17:30:00,Обед,Беляево,60,2024-04-24 18:30:00
-1,1215,Полежаевская,2024-04-24 15:05:10,0,2024-04-24 15:05:10,0,2024-04-24 15:40:00,Обед,Щёлковская,60,2024-04-24 16:40:00
-1,770,Алма-Атинская,2024-04-24 15:26:00,0,2024-04-24 15:26:00,0,2024-04-24 15:30:00,Обед,Свиблово,60,2024-04-24 16:30:00
-1,208,ВДНХ,2024-04-24 13:54:00,0,2024-04-24 13:54:00,0,2024-04-24 14:00:00,Обед,Беговая,60,2024-04-24 15:00:00
-1,1148,Проспект мира КЛ,2024-04-24 14:45:50,0,2024-04-24 14:45:50,0,2024-04-24 15:30:00,Обед,Петровско-Разумовская,60,2024-04-24 16:30:00
-1,199,Бабушкинская,2024-04-24 16:02:00,0,2024-04-24 16:02:00,0,2024-04-24 17:00:00,Обед,Котельники,60,2024-04-24 18:00:00
-1,659,Автозаводская,2024-04-24 17:43:40,0,2024-04-24 17:43:40,0,2024-04-24 17:45:00,Обед,ВДНХ,60,2024-04-24 18:45:00
-1,187,Кантемировская,2024-04-24 09:57:00,0,2024-04-24 09:57:00,0,2024-04-24 10:40:00,Обед,Комсомольская СЛ,60,2024-04-24 11:40:00
-1,991,МЦК Шелепиха,2024-04-24 16:35:30,0,2024-04-24 16:35:30,0,2024-04-24 18:05:00,Обед,МЦК Новохохловская,60,2024-04-24 19:05:00
-1,1140,Нагатинская,2024-04-24 17:27:00,0,2024-04-24 17:27:00,0,2024-04-24 18:10:00,Обед,Сходненская,60,2024-04-24 19:10:00
-1,1171,Таганская ТКЛ,2024-04-24 15:57:00,0,2024-04-24 15:57:00,0,2024-04-24 16:30:00,Обед,Пыхтино,60,2024-04-24 17:30:00
-1,182,Серпуховская,2024-04-24 17:47:00,0,2024-04-24 17:47:00,0,2024-04-24 18:10:00,Обед,Цветной бульвар,60,2024-04-24 19:10:00
-1,1254,Алексеевская,2024-04-24 16:35:00,0,2024-04-24 16:35:00,0,2024-04-24 17:30:00,Обед,Новокосино,60,2024-04-24 18:30:00
-1,418,Тушинская,2024-04-24 18:14:30,0,2024-04-24 18:14:30,0,2024-04-24 19:00:00,Обед,Марьино,60,2024-04-24 20:00:00
-1,746,МЦК Шелепиха,2024-04-24 17:25:10,0,2024-04-24 17:25:10,0,2024-04-24 19:20:00,Обед,Нижегородская МЦД-4,60,2024-04-24 20:20:00
-1,85,БКЛ Шелепиха,2024-04-24 16:36:30,0,2024-04-24 16:36:30,0,2024-04-24 19:15:00,Обед,Пражская,60,2024-04-24 20:15:00
